1.4517 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
153.9099 	EXP 	grating: autoDraw = False
153.9099 	EXP 	grating: ori = 0.0
153.9099 	EXP 	Fixation: autoDraw = True
154.9091 	EXP 	grating: autoDraw = True
154.9259 	EXP 	Fixation: autoDraw = False
155.2087 	EXP 	grating: autoDraw = False
155.6461 	EXP 	New trial (rep=61, index=0): None
155.6481 	DATA 	Keypress: down
155.6582 	EXP 	Fixation: autoDraw = False
155.6582 	EXP 	grating: autoDraw = False
155.6582 	EXP 	grating: ori = 0.0
155.6582 	EXP 	Fixation: autoDraw = True
156.6572 	EXP 	grating: autoDraw = True
156.6741 	EXP 	Fixation: autoDraw = False
156.9571 	EXP 	grating: autoDraw = False
157.2932 	EXP 	New trial (rep=62, index=0): None
157.2946 	DATA 	Keypress: down
157.3067 	EXP 	Fixation: autoDraw = False
157.3067 	EXP 	grating: autoDraw = False
157.3067 	EXP 	grating: ori = -5.0
157.3067 	EXP 	Fixation: autoDraw = True
158.3057 	EXP 	grating: autoDraw = True
158.3225 	EXP 	Fixation: autoDraw = False
158.6062 	EXP 	grating: autoDraw = False
159.6076 	EXP 	New trial (rep=63, index=0): None
159.6090 	DATA 	Keypress: down
159.6211 	EXP 	Fixation: autoDraw = False
159.6211 	EXP 	grating: autoDraw = False
159.6211 	EXP 	grating: ori = -3.0
159.6211 	EXP 	Fixation: autoDraw = True
160.6203 	EXP 	grating: autoDraw = True
160.6367 	EXP 	Fixation: autoDraw = False
160.9196 	EXP 	grating: autoDraw = False
161.5389 	EXP 	New trial (rep=64, index=0): None
161.5403 	DATA 	Keypress: down
161.5525 	EXP 	Fixation: autoDraw = False
161.5525 	EXP 	grating: autoDraw = False
161.5525 	EXP 	grating: ori = 0.0
161.5525 	EXP 	Fixation: autoDraw = True
162.5517 	EXP 	grating: autoDraw = True
162.5682 	EXP 	Fixation: autoDraw = False
162.8513 	EXP 	grating: autoDraw = False
163.1874 	EXP 	New trial (rep=65, index=0): None
163.1887 	DATA 	Keypress: up
163.2009 	EXP 	Fixation: autoDraw = False
163.2009 	EXP 	grating: autoDraw = False
163.2009 	EXP 	grating: ori = 3.0
163.2009 	EXP 	Fixation: autoDraw = True
164.2000 	EXP 	grating: autoDraw = True
164.2166 	EXP 	Fixation: autoDraw = False
164.4995 	EXP 	grating: autoDraw = False
165.5180 	EXP 	New trial (rep=66, index=0): None
165.5192 	DATA 	Keypress: down
165.5318 	EXP 	Fixation: autoDraw = False
165.5318 	EXP 	grating: autoDraw = False
165.5318 	EXP 	grating: ori = 1.0
165.5318 	EXP 	Fixation: autoDraw = True
166.5310 	EXP 	Fixation: autoDraw = False
166.5310 	EXP 	grating: autoDraw = True
166.8306 	EXP 	grating: autoDraw = False
167.2672 	EXP 	New trial (rep=67, index=0): None
167.2688 	DATA 	Keypress: up
167.2802 	EXP 	Fixation: autoDraw = False
167.2802 	EXP 	grating: autoDraw = False
167.2802 	EXP 	grating: ori = 0.0
167.2802 	EXP 	Fixation: autoDraw = True
168.2794 	EXP 	grating: autoDraw = True
168.2963 	EXP 	Fixation: autoDraw = False
168.5790 	EXP 	grating: autoDraw = False
168.9151 	EXP 	New trial (rep=68, index=0): None
168.9164 	DATA 	Keypress: up
168.9285 	EXP 	Fixation: autoDraw = False
168.9285 	EXP 	grating: autoDraw = False
168.9285 	EXP 	grating: ori = -5.0
168.9285 	EXP 	Fixation: autoDraw = True
169.9278 	EXP 	grating: autoDraw = True
169.9443 	EXP 	Fixation: autoDraw = False
170.2273 	EXP 	grating: autoDraw = False
171.0633 	EXP 	New trial (rep=69, index=0): None
171.0646 	DATA 	Keypress: down
171.0766 	EXP 	Fixation: autoDraw = False
171.0766 	EXP 	grating: autoDraw = False
171.0766 	EXP 	grating: ori = -2.0
171.0766 	EXP 	Fixation: autoDraw = True
172.0757 	EXP 	grating: autoDraw = True
172.0923 	EXP 	Fixation: autoDraw = False
172.3751 	EXP 	grating: autoDraw = False
173.1946 	EXP 	New trial (rep=70, index=0): None
173.1961 	DATA 	Keypress: up
173.2079 	EXP 	Fixation: autoDraw = False
173.2079 	EXP 	grating: autoDraw = False
173.2079 	EXP 	grating: ori = 0.0
173.2079 	EXP 	Fixation: autoDraw = True
174.2067 	EXP 	grating: autoDraw = True
174.2238 	EXP 	Fixation: autoDraw = False
174.5064 	EXP 	grating: autoDraw = False
174.8600 	EXP 	New trial (rep=71, index=0): None
174.8617 	DATA 	Keypress: up
174.8728 	EXP 	Fixation: autoDraw = False
174.8728 	EXP 	grating: autoDraw = False
174.8728 	EXP 	grating: ori = 0.0
174.8728 	EXP 	Fixation: autoDraw = True
175.8719 	EXP 	Fixation: autoDraw = False
175.8719 	EXP 	grating: autoDraw = True
176.1714 	EXP 	grating: autoDraw = False
176.5911 	EXP 	New trial (rep=72, index=0): None
176.5925 	DATA 	Keypress: up
176.6044 	EXP 	Fixation: autoDraw = False
176.6044 	EXP 	grating: autoDraw = False
176.6044 	EXP 	grating: ori = 0.0
176.6044 	EXP 	Fixation: autoDraw = True
177.6034 	EXP 	grating: autoDraw = True
177.6202 	EXP 	Fixation: autoDraw = False
177.9029 	EXP 	grating: autoDraw = False
178.5392 	EXP 	New trial (rep=73, index=0): None
178.5407 	DATA 	Keypress: up
178.5524 	EXP 	Fixation: autoDraw = False
178.5524 	EXP 	grating: autoDraw = False
178.5524 	EXP 	grating: ori = 0.0
178.5524 	EXP 	Fixation: autoDraw = True
179.5515 	EXP 	grating: autoDraw = True
179.5683 	EXP 	Fixation: autoDraw = False
179.8512 	EXP 	grating: autoDraw = False
180.2704 	EXP 	New trial (rep=74, index=0): None
180.2717 	DATA 	Keypress: up
180.2840 	EXP 	Fixation: autoDraw = False
180.2840 	EXP 	grating: autoDraw = False
180.2840 	EXP 	grating: ori = 0.0
180.2840 	EXP 	Fixation: autoDraw = True
181.2833 	EXP 	grating: autoDraw = True
181.2998 	EXP 	Fixation: autoDraw = False
181.5829 	EXP 	grating: autoDraw = False
182.0358 	EXP 	New trial (rep=75, index=0): None
182.0371 	DATA 	Keypress: down
182.0491 	EXP 	Fixation: autoDraw = False
182.0491 	EXP 	grating: autoDraw = False
182.0491 	EXP 	grating: ori = -3.0
182.0491 	EXP 	Fixation: autoDraw = True
183.0481 	EXP 	grating: autoDraw = True
183.0648 	EXP 	Fixation: autoDraw = False
183.3479 	EXP 	grating: autoDraw = False
183.8177 	EXP 	New trial (rep=76, index=0): None
183.8192 	DATA 	Keypress: down
183.8306 	EXP 	Fixation: autoDraw = False
183.8306 	EXP 	grating: autoDraw = False
183.8306 	EXP 	grating: ori = 0.0
183.8306 	EXP 	Fixation: autoDraw = True
184.8301 	EXP 	Fixation: autoDraw = False
184.8301 	EXP 	grating: autoDraw = True
185.1294 	EXP 	grating: autoDraw = False
188.0150 	EXP 	New trial (rep=77, index=0): None
188.0174 	DATA 	Keypress: down
188.0267 	EXP 	Fixation: autoDraw = False
188.0267 	EXP 	grating: autoDraw = False
188.0267 	EXP 	grating: ori = -2.0
188.0267 	EXP 	Fixation: autoDraw = True
189.0256 	EXP 	grating: autoDraw = True
189.0422 	EXP 	Fixation: autoDraw = False
189.3258 	EXP 	grating: autoDraw = False
190.4777 	EXP 	New trial (rep=78, index=0): None
190.4793 	DATA 	Keypress: down
190.4907 	EXP 	Fixation: autoDraw = False
190.4907 	EXP 	grating: autoDraw = False
190.4907 	EXP 	grating: ori = 0.0
190.4907 	EXP 	Fixation: autoDraw = True
191.4899 	EXP 	Fixation: autoDraw = False
191.4899 	EXP 	grating: autoDraw = True
191.7896 	EXP 	grating: autoDraw = False
192.3260 	EXP 	New trial (rep=79, index=0): None
192.3275 	DATA 	Keypress: down
192.3390 	EXP 	Fixation: autoDraw = False
192.3390 	EXP 	grating: autoDraw = False
192.3390 	EXP 	grating: ori = 3.0
192.3390 	EXP 	Fixation: autoDraw = True
193.3381 	EXP 	Fixation: autoDraw = False
193.3381 	EXP 	grating: autoDraw = True
193.6378 	EXP 	grating: autoDraw = False
195.1884 	EXP 	New trial (rep=80, index=0): None
195.1893 	DATA 	Keypress: up
195.2028 	EXP 	Fixation: autoDraw = False
195.2028 	EXP 	grating: autoDraw = False
195.2028 	EXP 	grating: ori = 0.0
195.2028 	EXP 	Fixation: autoDraw = True
196.2020 	EXP 	grating: autoDraw = True
196.2185 	EXP 	Fixation: autoDraw = False
196.5016 	EXP 	grating: autoDraw = False
197.5211 	EXP 	New trial (rep=81, index=0): None
197.5227 	DATA 	Keypress: down
197.5340 	EXP 	Fixation: autoDraw = False
197.5340 	EXP 	grating: autoDraw = False
197.5340 	EXP 	grating: ori = 0.0
197.5340 	EXP 	Fixation: autoDraw = True
198.5329 	EXP 	grating: autoDraw = True
198.5497 	EXP 	Fixation: autoDraw = False
198.8328 	EXP 	grating: autoDraw = False
199.9854 	EXP 	New trial (rep=82, index=0): None
199.9870 	DATA 	Keypress: up
199.9981 	EXP 	Fixation: autoDraw = False
199.9981 	EXP 	grating: autoDraw = False
199.9981 	EXP 	grating: ori = -3.0
199.9981 	EXP 	Fixation: autoDraw = True
200.9973 	EXP 	Fixation: autoDraw = False
200.9973 	EXP 	grating: autoDraw = True
201.2968 	EXP 	grating: autoDraw = False
201.9324 	EXP 	New trial (rep=83, index=0): None
201.9336 	DATA 	Keypress: down
201.9461 	EXP 	Fixation: autoDraw = False
201.9461 	EXP 	grating: autoDraw = False
201.9461 	EXP 	grating: ori = 0.0
201.9461 	EXP 	Fixation: autoDraw = True
202.9458 	EXP 	Fixation: autoDraw = False
202.9458 	EXP 	grating: autoDraw = True
203.2450 	EXP 	grating: autoDraw = False
204.2140 	EXP 	New trial (rep=84, index=0): None
204.2155 	DATA 	Keypress: down
204.2273 	EXP 	Fixation: autoDraw = False
204.2273 	EXP 	grating: autoDraw = False
204.2273 	EXP 	grating: ori = -4.0
204.2273 	EXP 	Fixation: autoDraw = True
205.2265 	EXP 	Fixation: autoDraw = False
205.2265 	EXP 	grating: autoDraw = True
205.5259 	EXP 	grating: autoDraw = False
206.0455 	EXP 	New trial (rep=85, index=0): None
206.0468 	DATA 	Keypress: down
206.0588 	EXP 	Fixation: autoDraw = False
206.0588 	EXP 	grating: autoDraw = False
206.0588 	EXP 	grating: ori = 0.0
206.0588 	EXP 	Fixation: autoDraw = True
207.0582 	EXP 	grating: autoDraw = True
207.0745 	EXP 	Fixation: autoDraw = False
207.3577 	EXP 	grating: autoDraw = False
208.2090 	EXP 	New trial (rep=86, index=0): None
208.2100 	DATA 	Keypress: down
208.2234 	EXP 	Fixation: autoDraw = False
208.2234 	EXP 	grating: autoDraw = False
208.2234 	EXP 	grating: ori = -2.0
208.2234 	EXP 	Fixation: autoDraw = True
209.2225 	EXP 	Fixation: autoDraw = False
209.2225 	EXP 	grating: autoDraw = True
209.5222 	EXP 	grating: autoDraw = False
210.1267 	EXP 	New trial (rep=87, index=0): None
210.1288 	DATA 	Keypress: down
210.1389 	EXP 	Fixation: autoDraw = False
210.1389 	EXP 	grating: autoDraw = False
210.1389 	EXP 	grating: ori = 2.0
210.1389 	EXP 	Fixation: autoDraw = True
211.1375 	EXP 	grating: autoDraw = True
211.1539 	EXP 	Fixation: autoDraw = False
211.4367 	EXP 	grating: autoDraw = False
212.2224 	EXP 	New trial (rep=88, index=0): None
212.2237 	DATA 	Keypress: down
212.2360 	EXP 	Fixation: autoDraw = False
212.2360 	EXP 	grating: autoDraw = False
212.2360 	EXP 	grating: ori = 0.0
212.2360 	EXP 	Fixation: autoDraw = True
213.2352 	EXP 	grating: autoDraw = True
213.2518 	EXP 	Fixation: autoDraw = False
213.5350 	EXP 	grating: autoDraw = False
214.0226 	EXP 	New trial (rep=89, index=0): None
214.0246 	DATA 	Keypress: down
214.0344 	EXP 	Fixation: autoDraw = False
214.0344 	EXP 	grating: autoDraw = False
214.0344 	EXP 	grating: ori = -2.0
214.0344 	EXP 	Fixation: autoDraw = True
215.0336 	EXP 	Fixation: autoDraw = False
215.0336 	EXP 	grating: autoDraw = True
215.3332 	EXP 	grating: autoDraw = False
215.7365 	EXP 	New trial (rep=90, index=0): None
215.7382 	DATA 	Keypress: up
215.7493 	EXP 	Fixation: autoDraw = False
215.7493 	EXP 	grating: autoDraw = False
215.7493 	EXP 	grating: ori = -4.0
215.7493 	EXP 	Fixation: autoDraw = True
216.7484 	EXP 	Fixation: autoDraw = False
216.7484 	EXP 	grating: autoDraw = True
217.0480 	EXP 	grating: autoDraw = False
217.7503 	EXP 	New trial (rep=91, index=0): None
217.7516 	DATA 	Keypress: down
217.7641 	EXP 	Fixation: autoDraw = False
217.7641 	EXP 	grating: autoDraw = False
217.7641 	EXP 	grating: ori = -2.0
217.7641 	EXP 	Fixation: autoDraw = True
218.7631 	EXP 	grating: autoDraw = True
218.7798 	EXP 	Fixation: autoDraw = False
219.0628 	EXP 	grating: autoDraw = False
220.2810 	EXP 	New trial (rep=92, index=0): None
220.2822 	DATA 	Keypress: down
220.2948 	EXP 	Fixation: autoDraw = False
220.2948 	EXP 	grating: autoDraw = False
220.2948 	EXP 	grating: ori = 0.0
220.2948 	EXP 	Fixation: autoDraw = True
221.2950 	EXP 	Fixation: autoDraw = False
221.2950 	EXP 	grating: autoDraw = True
221.6103 	EXP 	grating: autoDraw = False
222.0460 	EXP 	New trial (rep=93, index=0): None
222.0473 	DATA 	Keypress: up
222.0597 	EXP 	Fixation: autoDraw = False
222.0597 	EXP 	grating: autoDraw = False
222.0597 	EXP 	grating: ori = 0.0
222.0597 	EXP 	Fixation: autoDraw = True
223.0589 	EXP 	grating: autoDraw = True
223.0756 	EXP 	Fixation: autoDraw = False
223.3586 	EXP 	grating: autoDraw = False
223.7617 	EXP 	New trial (rep=94, index=0): None
223.7632 	DATA 	Keypress: up
223.7749 	EXP 	Fixation: autoDraw = False
223.7749 	EXP 	grating: autoDraw = False
223.7749 	EXP 	grating: ori = 0.0
223.7749 	EXP 	Fixation: autoDraw = True
224.7741 	EXP 	Fixation: autoDraw = False
224.7741 	EXP 	grating: autoDraw = True
225.0735 	EXP 	grating: autoDraw = False
226.7922 	EXP 	New trial (rep=95, index=0): None
226.7938 	DATA 	Keypress: up
226.8053 	EXP 	Fixation: autoDraw = False
226.8053 	EXP 	grating: autoDraw = False
226.8053 	EXP 	grating: ori = 0.0
226.8053 	EXP 	Fixation: autoDraw = True
227.8042 	EXP 	grating: autoDraw = True
227.8212 	EXP 	Fixation: autoDraw = False
228.1038 	EXP 	grating: autoDraw = False
228.5414 	EXP 	New trial (rep=96, index=0): None
228.5434 	DATA 	Keypress: up
228.5536 	EXP 	Fixation: autoDraw = False
228.5536 	EXP 	grating: autoDraw = False
228.5536 	EXP 	grating: ori = 0.0
228.5536 	EXP 	Fixation: autoDraw = True
229.5527 	EXP 	grating: autoDraw = True
229.5695 	EXP 	Fixation: autoDraw = False
229.8522 	EXP 	grating: autoDraw = False
230.4888 	EXP 	New trial (rep=97, index=0): None
230.4902 	DATA 	Keypress: up
230.5015 	EXP 	Fixation: autoDraw = False
230.5015 	EXP 	grating: autoDraw = False
230.5015 	EXP 	grating: ori = 0.0
230.5015 	EXP 	Fixation: autoDraw = True
231.5007 	EXP 	Fixation: autoDraw = False
231.5007 	EXP 	grating: autoDraw = True
231.8002 	EXP 	grating: autoDraw = False
232.2359 	EXP 	New trial (rep=98, index=0): None
232.2367 	DATA 	Keypress: down
232.2504 	EXP 	Fixation: autoDraw = False
232.2504 	EXP 	grating: autoDraw = False
232.2504 	EXP 	grating: ori = 0.0
232.2504 	EXP 	Fixation: autoDraw = True
233.2490 	EXP 	grating: autoDraw = True
233.2657 	EXP 	Fixation: autoDraw = False
233.5485 	EXP 	grating: autoDraw = False
233.9859 	EXP 	New trial (rep=99, index=0): None
233.9880 	DATA 	Keypress: up
233.9983 	EXP 	Fixation: autoDraw = False
233.9983 	EXP 	grating: autoDraw = False
233.9983 	EXP 	grating: ori = 0.0
233.9983 	EXP 	Fixation: autoDraw = True
234.9972 	EXP 	grating: autoDraw = True
235.0139 	EXP 	Fixation: autoDraw = False
235.2971 	EXP 	grating: autoDraw = False
236.3492 	DATA 	Keypress: down
236.3625 	EXP 	Fixation: autoDraw = False
236.3625 	EXP 	grating: autoDraw = False
236.5424 	EXP 	window1: mouseVisible = True
